id,judul,tanggal,kkks,bidangUsaha,batasWaktu,url,attachmentUrl,attachmentName
"3f5d36cc-1e98-436d-8677-5522dbf6dd8a","LONG TERM CONTRACT PEKERJAAN LOKASI PEMBORAN, FASILITAS PRODUKSI, DAN SARANA PENUNJANG PT PERTAMINA","15 Apr 2025","PERTAMINA HULU ENERGI WMO","Jasa Pelaksana Konstruksi Jalan Raya ( kecuali Jalan Layang),Jalan, Rel Kereta Api, dan Landas Pacu Bandara (SIUJK Permen 8 2011);","15 Apr 2025","3f5d36cc-1e98-436d-8677-5522dbf6dd8a","/download/tnd/ann.jwebs;jsessionid=B66F02974BB98A66F6B0AB9A6038685C","SA07047738A_Pengumuman PQ-1.pdf"
"761d6a83-50f4-4fc6-94d1-96738e67b398","Prakualifikasi No. SX14049557A : Pengadaan Jasa Kapal AHTS 65T","14 Apr 2025","PT PERTAMINA HULU MAHAKAM","ANGKUTAN LAUT DALAM NEGERI UNTUK BARANG KHUSUS (SIUP-IUT-IUI-PROP KBLI 2020); ANGKUTAN LAUT PERAIRAN PELABUHAN DALAM NEGERI UNTUK PENUMPANG (SIUP-IUT-IUI-PROP KBLI 2020); AKTIVITAS PENGELOLAAN KAPAL (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","761d6a83-50f4-4fc6-94d1-96738e67b398","/download/tnd/ann.jwebs;jsessionid=B66F02974BB98A66F6B0AB9A6038685C","C.01.06.S. Pengumuman Prakualifikasi - AHTS 65T.pdf"
"7474e9f0-66e2-472b-909c-9301c1d3e23b","PENGOPERASIAN DAN PEMELIHARAAN CEMENTING UNIT SELAMA 36 BULAN DI PT. PERTAMINA EP FIELD JAMBI","15 Apr 2025","PERTAMINA HULU ENERGI WMO","AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM (SIUP-IUT-IUI-PROP KBLI 2020);","15 Apr 2025","7474e9f0-66e2-472b-909c-9301c1d3e23b","/download/tnd/ann.jwebs;jsessionid=5F9DFE48D114E9575B0F5AEFE84D147B","C.01.06.S Pengumuman Prakualifikasi-SA07047537C.pdf"
"8fa48fd8-134f-47c5-b1dc-0e2707167d42","JASA SEWA UNIT ANCHOR HANDLING TUG/SUPPLY (AHT/S) BESERTA AKTIVASI DP1 DAN SUPPORTING","14 Apr 2025","PT PERTAMINA EP","ANGKUTAN LAUT (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","8fa48fd8-134f-47c5-b1dc-0e2707167d42","/download/tnd/ann.jwebs;jsessionid=5F9DFE48D114E9575B0F5AEFE84D147B","Pengumuman Prakualifikasi-SX13049546A.pdf"
"25a0ed1b-ddcd-40d8-aa63-bf01e768cf65","Penyediaan Tenaga Kerja Jasa Penunjang","14 Apr 2025","PT PEMA GLOBAL ENERGI","AKTIVITAS PENYEDIAAN TENAGA KERJA WAKTU TERTENTU (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","25a0ed1b-ddcd-40d8-aa63-bf01e768cf65","/download/tnd/ann.jwebs;jsessionid=5F9DFE48D114E9575B0F5AEFE84D147B","2 - PGE - Pengumuman Undangan Prakualifikasi - S437-896-PGE.pdf"
"e10e42f0-e595-40d7-a4a7-d685db8f5668","CM70177 : PROVISION OF COATED CS LINE PIPES AND BENDS FOR CORRIDOR PROJECTS","14 Apr 2025","PT MEDCO E&P INDONESIA","INDUSTRI PIPA DAN SAMBUNGAN PIPA DARI BAJA DAN BESI (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","e10e42f0-e595-40d7-a4a7-d685db8f5668","/download/tnd/ann.jwebs;jsessionid=5F9DFE48D114E9575B0F5AEFE84D147B","CM70177.pdf"
"ede58851-0e0e-4f50-8c8d-d1d742e1d0a4","CS70192 : Managed Pressure Drilling Services","14 Apr 2025","PT MEDCO E&P INDONESIA","AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","ede58851-0e0e-4f50-8c8d-d1d742e1d0a4","/download/tnd/ann.jwebs;jsessionid=5F9DFE48D114E9575B0F5AEFE84D147B","CS70192.pdf"
"6a513ebe-10d9-4b58-b0fc-899f6298da79","PENGADAAN SUPERHEATER TUBE 6000022867","15 Apr 2025","BP BERAU LTD.","PERDAGANGAN BESAR MESIN, PERALATAN DAN PERLENGKAPAN LAINNYA (SIUP-IUT-IUI-PROP KBLI 2020); PERDAGANGAN BESAR LOGAM DAN BIJIH LOGAM (SIUP-IUT-IUI-PROP KBLI 2020); PERDAGANGAN BESAR BERBAGAI MACAM BARANG (SIUP-IUT-IUI-PROP KBLI 2020); INDUSTRI PEMBUATAN LOGAM DASAR BUKAN BESI (SIUP-IUT-IUI-PROP KBLI 2020); INDUSTRI PIPA DAN SAMBUNGAN PIPA DARI LOGAM BUKAN BESI DAN BAJA (SIUP-IUT-IUI-PROP KBLI 2020); INDUSTRI TANGKI, TANDON AIR DAN WADAH DARI LOGAM (SIUP-IUT-IUI-PROP KBLI 2020); INDUSTRI GENERATOR UAP, BUKAN KETEL PEMANAS (SIUP-IUT-IUI-PROP KBLI 2020); INDUSTRI PENEMPAAN, PENGEPRESAN, PENCETAKAN DAN PEMBENTUKAN LOGAM; METALURGI BUBUK (SIUP-IUT-IUI-PROP KBLI 2020); INDUSTRI MESIN PENDINGIN (SIUP-IUT-IUI-PROP KBLI 2020); PERDAGANGAN BESAR MESIN KANTOR DAN INDUSTRI PENGOLAHAN, SUKU CADANG DAN PERLENGKAPANNYA (SIUP-IUT-IUI-PROP KBLI 2020);","15 Apr 2025","6a513ebe-10d9-4b58-b0fc-899f6298da79","/download/tnd/ann.jwebs;jsessionid=5F9DFE48D114E9575B0F5AEFE84D147B","CIVD Prequalification Announcement - 6000022867 Superheater Tube R1.pdf"
"13f3a9ae-5142-413c-bf29-ae725461db3a","BS69018 : WELD END COUPLING","15 Apr 2025","PT MEDCO E&P INDONESIA","PERDAGANGAN BESAR MESIN, PERALATAN DAN PERLENGKAPAN LAINNYA (SIUP-IUT-IUI-PROP KBLI 2020);","15 Apr 2025","13f3a9ae-5142-413c-bf29-ae725461db3a","/download/tnd/ann.jwebs;jsessionid=F96F07F1DF47B4E25DC09479276AEE34","BS69018.pdf"
"e2746b2a-f95a-4fed-9363-e537f5aa8062","NORTH UBADARI 3D SEISMIC PROCESSING SERVICE 4420004058","14 Apr 2025","BP BERAU LTD.","AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","e2746b2a-f95a-4fed-9363-e537f5aa8062","/download/tnd/ann.jwebs;jsessionid=F96F07F1DF47B4E25DC09479276AEE34","2.4.b. CIVD Prequalification Announcemnet Bilingual_Dec24_4420004058.pdf"
"5cb88d9e-ea68-4136-8289-2fd754ab4cc5","CS69711 : Provision of General Services for Blok A","14 Apr 2025","PT MEDCO E&P INDONESIA","PERDAGANGAN BESAR MESIN, PERALATAN DAN PERLENGKAPAN LAINNYA (SIUP-IUT-IUI-PROP KBLI 2020);","14 Apr 2025","5cb88d9e-ea68-4136-8289-2fd754ab4cc5","/download/tnd/ann.jwebs;jsessionid=F96F07F1DF47B4E25DC09479276AEE34","00. Pengumuman Undangan Prakualifikasi CIVD - CS69711.pdf"
